Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
32,No,Travel_Rarely,905,Research & Development,14,2,Life Sciences,8442,4,Female,72,4,1,Healthcare Representative,1,Divorced,5942,8248,6,No,18,3,1,0,13,4,2,13,9,2,4
34,Yes,Travel_Frequently,166,Research & Development,22,3,Medical,8443,2,Male,97,4,2,Laboratory Technician,3,Married,8187,4452,0,No,24,3,2,1,16,2,3,2,2,2,0
30,No,Travel_Frequently,1026,Sales,6,3,Life Sciences,8444,4,Female,30,2,4,Laboratory Technician,2,Single,12062,17307,2,No,20,3,4,0,8,4,4,0,0,6,0
25,Yes,Travel_Rarely,1094,Research & Development,27,5,Life Sciences,8445,2,Male,70,4,2,Research Scientist,1,Single,6798,5092,8,No,16,3,2,0,5,2,2,1,1,2,1
33,No,Travel_Rarely,1155,Sales,1,1,Medical,8446,4,Female,34,3,1,Sales Executive,3,Single,5252,11916,4,No,23,3,1,1,13,3,2,13,12,9,5
30,Yes,Travel_Rarely,706,Sales,15,3,Life Sciences,8447,3,Male,54,4,3,Laboratory Technician,3,Divorced,9253,12281,6,No,17,3,3,2,9,1,3,9,9,8,9
34,No,Travel_Rarely,1427,Sales,10,3,Medical,8448,1,Male,56,2,5,Sales Executive,4,Single,14953,20064,9,Yes,12,3,1,1,9,3,2,9,2,0,3
47,Yes,Non-Travel,1265,Research & Development,12,3,Human Resources,8449,4,Male,91,4,2,Sales Executive,2,Single,7911,18077,7,No,20,4,3,0,28,1,3,2,2,6,2
59,No,Travel_Rarely,1450,Sales,3,1,Marketing,8450,1,Male,85,3,3,Laboratory Technician,1,Married,13105,20590,7,No,18,4,4,0,40,3,2,15,12,4,14
34,No,Travel_Frequently,310,Research & Development,17,3,Life Sciences,8451,3,Female,80,3,3,Sales Executive,4,Single,12035,8617,5,No,25,3,4,3,14,4,3,7,1,0,6
60,No,Travel_Frequently,266,Research & Development,6,3,Human Resources,8452,3,Male,39,4,2,Manufacturing Director,4,Single,9369,24278,9,No,20,3,4,1,39,3,1,19,4,1,13
49,No,Travel_Rarely,543,Sales,6,3,Marketing,8453,3,Male,53,1,2,Sales Executive,1,Single,8546,6079,4,No,11,3,2,1,30,3,4,17,3,7,14
40,No,Travel_Frequently,242,Research & Development,14,3,Life Sciences,8454,3,Female,77,3,2,Manager,3,Single,8584,20734,4,No,13,3,3,1,16,0,3,16,14,3,1
45,No,Travel_Rarely,834,Research & Development,22,3,Medical,8455,4,Male,55,3,1,Sales Executive,2,Married,5544,25244,2,No,21,3,3,1,21,2,4,19,6,8,6
40,No,Travel_Rarely,1053,Research & Development,13,5,Human Resources,8456,2,Female,46,4,2,Laboratory Technician,4,Single,7234,2223,1,Yes,24,3,4,0,16,2,4,4,3,7,4
34,No,Travel_Rarely,980,Sales,11,2,Life Sciences,8457,4,Male,54,3,2,Laboratory Technician,2,Married,6580,26984,5,Yes,23,3,2,1,14,2,1,4,4,1,4
34,No,Travel_Rarely,148,Research & Development,8,2,Life Sciences,8458,2,Male,71,2,1,Manufacturing Director,3,Married,4704,20518,1,Yes,14,3,3,1,15,2,2,15,11,8,7
49,No,Travel_Rarely,854,Research & Development,13,3,Life Sciences,8459,3,Male,94,1,1,Research Scientist,4,Single,4880,5345,1,No,17,3,4,1,25,2,1,10,10,2,8
23,No,Travel_Rarely,895,Research & Development,6,3,Life Sciences,8460,2,Male,77,4,2,Manufacturing Director,4,Married,5966,26163,6,No,17,3,1,1,1,3,3,1,1,0,1
31,No,Travel_Rarely,1442,Sales,17,3,Life Sciences,8461,4,Male,36,3,4,Healthcare Representative,4,Married,14084,16194,1,No,18,4,3,2,10,2,1,1,1,8,1
43,No,Travel_Rarely,390,Sales,29,3,Marketing,8462,4,Female,55,4,4,Sales Executive,3,Divorced,13581,25204,2,No,12,3,3,0,18,1,2,14,13,8,12
34,No,Travel_Rarely,697,Research & Development,8,2,Medical,8463,1,Female,57,4,4,Sales Executive,3,Married,14172,8283,3,No,23,3,3,1,13,2,4,0,0,8,0
30,Yes,Travel_Frequently,651,Sales,8,2,Medical,8464,1,Female,37,3,1,Manufacturing Director,1,Married,4390,22875,3,Yes,15,3,3,1,9,2,3,3,3,6,3
54,No,Travel_Rarely,1184,Research & Development,20,2,Medical,8465,4,Female,50,1,3,Sales Representative,1,Married,10416,21065,3,No,20,3,3,1,32,4,3,12,4,4,10
35,No,Travel_Rarely,1303,Research & Development,28,5,Marketing,8466,2,Female,40,1,2,Laboratory Technician,4,Divorced,7272,13872,7,Yes,24,3,3,0,13,0,3,1,1,9,1
41,No,Travel_Rarely,857,Research & Development,16,4,Other,8467,4,Male,71,3,5,Manufacturing Director,2,Married,16113,22735,4,No,25,3,3,3,16,2,3,4,0,1,4
36,No,Travel_Frequently,1179,Sales,24,2,Medical,8468,1,Female,83,4,1,Research Scientist,2,Single,4879,7640,6,Yes,16,3,4,0,11,2,3,11,0,2,11
53,No,Travel_Rarely,258,Sales,22,1,Marketing,8469,1,Male,87,2,2,Sales Representative,1,Single,8546,11869,8,No,23,3,3,1,30,2,3,16,0,6,8
54,Yes,Travel_Rarely,222,Research & Development,29,1,Life Sciences,8470,4,Female,33,3,1,Healthcare Representative,4,Married,6053,3015,5,Yes,12,3,3,2,35,2,1,14,13,8,4
38,No,Travel_Rarely,651,Research & Development,21,2,Technical Degree,8471,4,Female,90,3,4,Laboratory Technician,3,Single,13640,15080,0,Yes,14,3,3,2,18,4,3,6,6,9,4
45,No,Travel_Rarely,1324,Sales,13,4,Medical,8472,1,Male,47,4,2,Research Scientist,1,Married,9370,23735,0,No,25,4,3,1,24,3,2,18,0,5,13
51,No,Travel_Rarely,947,Sales,26,3,Human Resources,8473,3,Male,88,3,2,Laboratory Technician,3,Single,9195,5818,1,No,23,3,3,1,28,2,2,8,2,3,1
34,No,Travel_Rarely,701,Research & Development,1,2,Marketing,8474,2,Female,86,2,1,Research Scientist,4,Married,5730,6869,3,Yes,25,3,3,0,10,3,3,10,9,7,10
37,No,Travel_Frequently,962,Research & Development,4,3,Marketing,8475,3,Male,42,3,3,Laboratory Technician,4,Married,9726,9281,7,No,17,4,3,0,19,5,3,13,11,8,13
23,No,Non-Travel,926,Research & Development,22,2,Life Sciences,8476,4,Male,81,3,1,Sales Executive,3,Single,3965,26950,9,Yes,15,3,4,3,5,5,4,5,5,3,5
38,No,Travel_Rarely,1358,Research & Development,21,3,Marketing,8477,4,Male,48,3,1,Sales Executive,1,Divorced,5770,25758,5,No,11,3,4,1,17,3,2,2,2,4,2
53,Yes,Travel_Frequently,120,Sales,9,3,Life Sciences,8478,3,Male,82,4,2,Sales Executive,3,Single,8581,13295,0,No,23,3,2,0,32,2,3,7,7,6,7
29,No,Travel_Rarely,564,Research & Development,28,3,Medical,8479,4,Male,37,3,1,Sales Representative,2,Single,3942,18394,1,No,22,3,2,2,7,3,4,7,0,9,7
24,No,Travel_Rarely,517,Sales,16,2,Marketing,8480,4,Male,58,4,1,Laboratory Technician,2,Single,5093,4475,5,Yes,11,3,3,1,4,3,3,4,4,6,4
33,No,Travel_Frequently,450,Sales,7,3,Technical Degree,8481,1,Male,88,4,3,Laboratory Technician,3,Single,8823,3205,1,No,15,3,4,2,10,1,4,10,1,5,3
41,No,Travel_Rarely,983,Sales,17,4,Medical,8482,4,Female,40,3,2,Laboratory Technician,1,Divorced,8056,8869,5,No,21,3,1,1,18,3,3,15,5,6,3
37,No,Travel_Frequently,1047,Sales,2,1,Life Sciences,8483,4,Male,84,3,1,Laboratory Technician,1,Single,4930,24806,3,No,22,3,1,1,19,4,1,0,0,0,0
35,No,Travel_Rarely,1417,Sales,16,1,Technical Degree,8484,2,Male,86,4,1,Sales Executive,4,Married,5079,8991,0,No,14,3,1,0,16,2,1,4,4,0,4
37,No,Non-Travel,1306,Research & Development,7,3,Marketing,8485,2,Male,94,3,5,Research Scientist,3,Married,17935,3914,5,No,14,3,4,2,17,4,2,2,2,0,2
54,No,Travel_Rarely,725,Research & Development,19,3,Life Sciences,8486,3,Male,69,3,1,Sales Executive,3,Married,7021,21712,3,No,12,3,1,1,31,4,3,16,4,6,0
51,No,Travel_Frequently,1330,Research & Development,17,2,Technical Degree,8487,3,Female,81,4,2,Sales Executive,1,Single,8881,5099,6,No,19,3,3,0,29,2,4,14,11,6,7
33,No,Travel_Rarely,416,Research & Development,6,1,Human Resources,8488,3,Female,41,3,2,Sales Executive,4,Single,7609,5915,4,No,15,3,4,1,8,4,2,7,7,6,6
36,No,Travel_Rarely,1182,Research & Development,15,2,Medical,8489,3,Male,54,4,2,Sales Representative,4,Single,7127,15713,1,Yes,19,4,1,3,14,5,4,14,9,4,7
39,No,Travel_Frequently,316,Sales,17,3,Life Sciences,8490,1,Male,45,3,4,Sales Executive,1,Single,14583,18093,5,Yes,16,4,4,1,20,4,4,5,0,4,4
49,No,Travel_Frequently,150,Research & Development,2,1,Technical Degree,8491,2,Female,77,2,3,Sales Executive,3,Single,10766,12825,5,No,11,3,3,2,24,4,4,3,3,6,3
44,No,Travel_Rarely,379,Research & Development,28,3,Life Sciences,8492,4,Male,38,4,3,Sales Executive,3,Married,10997,21951,8,No,22,3,4,0,26,2,3,4,4,8,4
35,No,Travel_Rarely,1142,Research & Development,27,3,Medical,8493,1,Male,40,4,2,Manufacturing Director,2,Married,7236,26626,3,No,24,3,3,2,12,3,4,0,0,1,0
51,No,Travel_Rarely,470,Sales,8,3,Life Sciences,8494,2,Male,38,2,2,Manufacturing Director,4,Single,8279,7402,4,No,12,3,1,0,32,3,1,20,5,0,2
54,No,Travel_Rarely,1465,Sales,26,3,Other,8495,4,Female,79,4,1,Research Scientist,1,Married,7227,17051,1,No,16,3,4,3,30,4,3,13,0,9,13
36,No,Travel_Rarely,870,Research & Development,10,3,Technical Degree,8496,1,Male,52,2,1,Research Scientist,4,Single,4987,25321,9,Yes,25,3,4,1,12,2,4,12,0,1,12
28,Yes,Travel_Rarely,1429,Research & Development,18,5,Marketing,8497,3,Male,68,2,4,Research Scientist,1,Married,12678,7561,4,No,17,3,1,0,9,3,3,9,9,1,4
36,No,Travel_Rarely,1166,Research & Development,10,4,Life Sciences,8498,3,Male,54,4,2,Research Scientist,2,Married,7461,22608,6,No,17,3,3,1,16,3,3,11,11,5,10
59,No,Travel_Rarely,1094,Research & Development,26,3,Marketing,8499,1,Male,42,2,1,Healthcare Representative,4,Divorced,5966,17935,7,No,25,3,3,1,39,2,1,19,14,3,12
32,No,Travel_Rarely,647,Sales,7,4,Medical,8500,4,Male,73,4,1,Research Director,4,Married,4126,8727,5,No,12,3,3,1,13,2,1,1,1,0,1
50,No,Travel_Frequently,1258,Research & Development,25,3,Life Sciences,8501,4,Male,96,3,4,Laboratory Technician,1,Married,14966,25191,2,No,18,3,1,0,25,2,2,11,11,9,5
52,No,Travel_Rarely,475,Research & Development,24,3,Marketing,8502,4,Female,46,3,1,Research Scientist,4,Single,6180,20750,6,Yes,19,3,4,0,27,3,2,3,3,6,1
46,No,Travel_Rarely,1339,Research & Development,26,2,Life Sciences,8503,2,Male,50,3,2,Research Scientist,1,Married,6875,3339,9,Yes,14,3,1,0,27,0,4,13,13,8,13
45,No,Travel_Rarely,1227,Sales,26,3,Medical,8504,3,Male,53,4,3,Manager,3,Divorced,10404,26369,8,Yes,18,4,4,0,20,2,2,19,1,4,13
40,No,Travel_Frequently,588,Research & Development,15,1,Medical,8505,1,Male,98,3,4,Sales Executive,4,Married,12801,12573,5,No,19,3,4,0,18,1,4,1,1,4,1
23,Yes,Travel_Rarely,814,Research & Development,14,2,Marketing,8506,4,Female,70,2,4,Laboratory Technician,2,Single,12437,4732,8,No,16,3,3,0,0,5,3,0,0,3,0
43,No,Travel_Rarely,1489,Research & Development,29,2,Medical,8507,3,Male,81,2,4,Manufacturing Director,3,Married,14142,18245,1,Yes,18,3,4,2,23,0,4,10,1,3,5
41,No,Travel_Rarely,454,Research & Development,8,5,Marketing,8508,4,Male,53,3,1,Research Scientist,4,Single,4959,26574,5,No,16,3,4,2,22,2,2,6,6,6,6
54,No,Travel_Rarely,119,Research & Development,3,1,Medical,8509,3,Female,89,3,2,Sales Executive,4,Divorced,8260,26364,0,Yes,21,3,2,3,35,3,3,11,4,7,11
29,No,Travel_Rarely,163,Research & Development,15,3,Medical,8510,4,Male,42,4,3,Manufacturing Director,1,Married,8924,6047,3,No,14,3,4,0,11,2,4,4,4,4,4
46,No,Travel_Rarely,1367,Research & Development,28,5,Life Sciences,8511,4,Female,52,4,4,Laboratory Technician,4,Divorced,15050,19133,2,No,12,3,2,0,26,4,1,7,7,4,2
30,Yes,Travel_Frequently,289,Sales,26,3,Life Sciences,8512,3,Male,63,4,2,Manufacturing Director,1,Single,6516,5586,4,No,15,3,2,1,8,3,4,2,2,8,2
55,No,Travel_Rarely,1248,Sales,18,3,Marketing,8513,2,Male,54,2,2,Human Resources,4,Single,9150,17305,6,No,25,3,2,1,34,1,3,12,0,8,12
44,No,Travel_Rarely,592,Research & Development,16,4,Life Sciences,8514,2,Male,98,2,5,Research Scientist,4,Married,15950,11705,2,No,19,3,1,0,21,3,3,19,12,0,11
26,No,Travel_Rarely,235,Research & Development,22,3,Life Sciences,8515,2,Male,75,3,5,Human Resources,1,Married,15490,7812,0,No,23,3,1,1,8,2,4,8,8,8,8
46,No,Travel_Rarely,609,Sales,10,2,Human Resources,8516,1,Female,80,4,3,Sales Executive,4,Married,12440,19316,0,Yes,11,3,4,0,24,3,3,3,3,3,3
29,No,Travel_Rarely,430,Research & Development,5,4,Life Sciences,8517,1,Male,72,4,2,Sales Executive,3,Married,8612,7591,0,No,24,3,4,1,9,2,1,2,2,4,2
37,No,Non-Travel,1352,Sales,23,1,Life Sciences,8518,2,Male,58,3,2,Sales Representative,4,Married,8555,2785,7,No,11,3,3,0,13,4,2,9,6,1,9
36,No,Travel_Frequently,1080,Research & Development,11,4,Medical,8519,2,Female,46,3,4,Research Scientist,3,Single,12757,16114,7,No,13,3,2,0,18,5,3,4,4,5,3
22,No,Travel_Frequently,106,Research & Development,16,1,Medical,8520,3,Female,73,2,3,Research Scientist,4,Divorced,10089,11135,1,Yes,12,3,4,0,0,4,2,0,0,6,0
43,No,Travel_Frequently,1307,Human Resources,11,3,Medical,8521,4,Male,82,3,1,Sales Executive,4,Single,4938,3414,3,Yes,11,3,2,0,23,0,3,9,3,1,9
24,No,Travel_Rarely,1058,Research & Development,22,3,Life Sciences,8522,3,Male,87,4,1,Sales Executive,4,Single,3397,16320,6,No,13,4,4,0,3,3,4,3,1,2,2
59,No,Travel_Rarely,768,Research & Development,29,5,Medical,8523,3,Male,33,4,1,Manufacturing Director,3,Single,6608,4688,9,No,18,3,2,0,40,4,2,10,0,5,6
35,No,Travel_Rarely,918,Sales,25,3,Life Sciences,8524,3,Female,43,1,2,Laboratory Technician,1,Married,7713,20150,7,No,20,4,1,0,12,3,2,12,10,4,2
57,No,Travel_Rarely,422,Research & Development,20,5,Marketing,8525,2,Female,92,1,3,Healthcare Representative,1,Single,11041,13197,0,No,25,3,3,2,32,4,3,1,1,1,1
39,No,Travel_Rarely,1396,Sales,5,3,Medical,8526,3,Male,88,4,1,Research Scientist,2,Married,4713,8965,1,Yes,11,3,1,1,21,2,4,5,2,9,2
39,No,Travel_Rarely,662,Research & Development,8,3,Marketing,8527,1,Male,54,3,3,Manager,3,Divorced,11434,7053,6,No,11,3,3,0,19,3,3,19,0,2,10
24,No,Travel_Rarely,248,Research & Development,8,3,Life Sciences,8528,3,Male,54,3,2,Research Scientist,1,Divorced,6160,24466,6,No,25,3,1,0,6,1,4,6,6,6,6
31,No,Travel_Rarely,1116,Research & Development,5,1,Life Sciences,8529,3,Male,88,2,2,Laboratory Technician,4,Divorced,7948,10238,6,Yes,20,3,4,1,6,3,2,6,6,5,6
60,No,Travel_Rarely,1358,Research & Development,3,4,Technical Degree,8530,2,Female,96,2,5,Research Scientist,1,Single,17410,7529,4,No,20,3,3,1,40,4,2,4,4,8,3
22,No,Travel_Rarely,1152,Sales,3,2,Marketing,8531,4,Male,51,3,2,Sales Representative,1,Married,5963,20763,5,No,17,3,3,0,3,2,3,3,3,7,3
48,No,Travel_Rarely,1097,Sales,5,3,Human Resources,8532,3,Male,31,3,2,Manager,4,Single,8385,7267,6,No,17,3,3,1,29,2,3,0,0,6,0
48,No,Travel_Frequently,1475,Research & Development,27,4,Life Sciences,8533,3,Male,98,3,2,Laboratory Technician,2,Single,8494,9120,6,Yes,18,3,1,0,27,3,3,13,2,9,5
32,Yes,Travel_Rarely,1344,Research & Development,13,5,Medical,8534,1,Male,46,2,2,Research Scientist,2,Single,6840,10904,8,No,14,3,4,0,7,3,1,7,7,5,7
26,Yes,Travel_Rarely,997,Sales,18,3,Life Sciences,8535,4,Male,67,2,1,Manager,1,Single,4574,2577,9,No,22,3,2,2,4,3,1,4,4,1,4
28,Yes,Travel_Frequently,846,Research & Development,14,3,Human Resources,8536,3,Female,99,2,1,Sales Executive,4,Married,5332,16800,9,No,12,4,2,0,3,2,2,3,3,5,2
40,No,Travel_Rarely,697,Sales,14,3,Life Sciences,8537,2,Female,82,4,2,Research Director,4,Single,9542,21532,1,No,13,3,4,1,20,3,4,8,6,2,3
50,No,Travel_Rarely,1297,Sales,13,4,Technical Degree,8538,3,Male,38,4,3,Research Scientist,2,Married,12196,10308,0,Yes,18,3,1,1,27,3,4,16,2,9,8
36,No,Travel_Rarely,588,Research & Development,18,5,Medical,8539,2,Female,42,3,2,Laboratory Technician,3,Single,8249,4784,4,No,24,3,3,0,17,0,4,6,6,5,6
56,No,Travel_Rarely,272,Research & Development,2,3,Human Resources,8540,1,Female,90,3,4,Manager,3,Divorced,14819,17415,5,No,17,3,3,1,38,3,4,16,7,8,13
58,No,Travel_Rarely,1284,Research & Development,23,3,Life Sciences,8541,3,Male,42,2,3,Manager,1,Married,12516,21648,6,Yes,18,3,1,0,40,3,3,1,1,5,1
33,No,Travel_Rarely,941,Sales,28,2,Life Sciences,8542,3,Male,78,4,1,Healthcare Representative,3,Married,6547,12439,5,No,19,3,2,0,8,3,2,8,8,1,2
51,No,Travel_Frequently,926,Research & Development,11,2,Life Sciences,8543,2,Male,42,4,2,Sales Executive,1,Married,8645,3895,9,No,20,3,4,0,31,0,4,19,6,6,11
41,Yes,Non-Travel,531,Research & Development,17,4,Medical,8544,3,Male,99,3,2,Research Scientist,4,Married,7744,26821,8,Yes,25,3,4,2,21,3,3,4,4,3,4
58,No,Travel_Rarely,1385,Human Resources,5,5,Human Resources,8545,3,Female,48,4,1,Healthcare Representative,1,Married,6204,24618,0,No,23,3,3,0,38,2,3,2,2,6,0
24,Yes,Travel_Rarely,102,Research & Development,26,3,Medical,8546,1,Male,84,4,1,Sales Representative,4,Single,3865,4700,4,No,15,3,2,0,2,5,3,2,2,5,1
30,No,Travel_Rarely,441,Research & Development,5,5,Medical,8547,2,Female,70,4,5,Sales Executive,4,Single,16384,21499,0,Yes,25,3,4,0,9,4,4,9,9,2,6
60,No,Travel_Rarely,563,Research & Development,7,3,Life Sciences,8548,2,Female,33,3,3,Human Resources,4,Divorced,12181,20544,1,No,22,3,3,2,40,4,3,20,12,6,14
47,No,Travel_Rarely,935,Research & Development,16,3,Medical,8549,3,Male,42,4,3,Manufacturing Director,2,Married,12276,24980,6,Yes,19,3,2,1,23,2,3,0,0,5,0
23,No,Travel_Rarely,827,Research & Development,5,3,Marketing,8550,1,Female,88,3,2,Manager,4,Single,6833,4914,4,No,13,4,2,0,0,4,4,0,0,9,0
44,No,Travel_Rarely,129,Research & Development,14,3,Life Sciences,8551,4,Male,71,3,4,Manager,1,Single,12709,10173,4,No,14,4,1,0,22,3,2,19,7,8,13
44,No,Travel_Rarely,160,Sales,12,3,Life Sciences,8552,1,Male,78,4,2,Sales Executive,2,Married,8311,17172,0,No,23,3,1,1,25,5,4,5,4,1,5
42,No,Travel_Rarely,1485,Research & Development,6,3,Medical,8553,4,Female,67,2,4,Research Scientist,3,Single,13925,6406,8,No,19,3,3,0,18,4,3,7,7,1,7
37,Yes,Travel_Rarely,333,Sales,9,3,Life Sciences,8554,4,Male,83,3,1,Laboratory Technician,3,Married,5319,13852,0,No,16,3,4,2,12,1,4,3,0,7,3
30,No,Non-Travel,776,Sales,23,3,Other,8555,3,Male,34,4,5,Research Scientist,3,Single,16437,23289,5,No,13,4,4,0,5,0,4,0,0,0,0
34,No,Travel_Rarely,664,Research & Development,2,4,Medical,8556,4,Female,88,4,3,Manufacturing Director,3,Married,10618,14192,6,No,23,3,2,0,12,2,2,8,4,5,8
49,No,Travel_Rarely,917,Research & Development,23,4,Medical,8557,4,Female,41,3,1,Laboratory Technician,2,Married,5247,2418,2,No,16,3,3,2,30,3,4,18,2,3,2
48,No,Non-Travel,191,Research & Development,21,3,Technical Degree,8558,3,Male,59,4,1,Human Resources,3,Single,6053,13173,6,No,25,3,1,1,23,3,1,1,1,0,1
38,No,Travel_Rarely,795,Research & Development,2,3,Life Sciences,8559,3,Male,45,4,1,Sales Executive,3,Divorced,4869,6182,3,No,24,3,4,0,19,3,2,9,9,6,9
59,No,Travel_Rarely,1201,Human Resources,6,2,Life Sciences,8560,3,Male,56,4,3,Laboratory Technician,1,Single,11121,17658,8,No,21,3,3,0,35,2,2,10,0,2,10
57,No,Travel_Rarely,332,Research & Development,6,2,Technical Degree,8561,2,Female,98,3,3,Sales Representative,3,Divorced,11457,4381,8,No,11,3,1,1,36,3,3,16,0,6,1
22,No,Travel_Frequently,144,Research & Development,12,3,Medical,8562,3,Male,91,4,1,Sales Executive,4,Married,3215,5906,6,No,21,3,4,2,0,2,2,0,0,9,0
39,No,Travel_Frequently,234,Research & Development,17,1,Life Sciences,8563,2,Female,36,3,2,Laboratory Technician,2,Married,8557,4845,2,No,14,3,3,0,20,1,3,16,7,0,5
30,No,Travel_Rarely,254,Research & Development,20,3,Life Sciences,8564,3,Female,76,4,1,Sales Executive,1,Divorced,4272,24614,2,No,25,3,1,1,9,2,4,9,9,7,4
34,No,Travel_Frequently,418,Research & Development,11,3,Medical,8565,4,Female,35,2,2,Research Director,2,Single,7307,25070,1,No,16,3,4,1,12,2,2,12,8,8,6
36,Yes,Travel_Rarely,451,Research & Development,21,1,Marketing,8566,1,Female,98,3,1,Manufacturing Director,4,Single,4833,3851,1,Yes,11,3,1,0,11,0,2,11,4,8,9
25,No,Non-Travel,1423,Research & Development,16,3,Medical,8567,3,Female,59,3,2,Research Scientist,1,Married,7713,19568,8,No,18,4,4,0,1,4,3,1,1,1,1
54,No,Travel_Rarely,1102,Research & Development,16,2,Life Sciences,8568,4,Male,53,4,3,Human Resources,3,Married,12683,4273,2,No,21,3,2,1,32,6,4,11,3,6,11
45,No,Travel_Frequently,1065,Research & Development,6,1,Marketing,8569,3,Male,89,3,1,Sales Executive,2,Married,5903,2454,2,No,21,4,4,1,25,2,3,12,0,6,3
57,No,Non-Travel,650,Human Resources,19,2,Life Sciences,8570,1,Female,97,1,1,Research Scientist,1,Divorced,6552,14566,3,No,15,3,1,2,37,2,3,14,1,4,11
31,No,Travel_Rarely,771,Research & Development,12,2,Medical,8571,3,Female,84,2,2,Manufacturing Director,3,Married,6312,26458,0,No,17,3,1,2,10,4,3,8,8,8,7
57,No,Travel_Frequently,1199,Sales,7,3,Medical,8572,2,Female,99,3,5,Laboratory Technician,4,Married,16614,2950,6,No,17,3,1,0,38,1,3,14,2,3,1
41,No,Travel_Rarely,739,Research & Development,6,3,Life Sciences,8573,3,Male,98,4,3,Manager,3,Married,11575,7928,6,Yes,19,3,3,2,20,3,2,17,9,0,9
32,No,Non-Travel,1487,Sales,29,3,Human Resources,8574,4,Female,89,4,4,Manufacturing Director,3,Married,12996,7522,4,No,17,3,4,0,12,2,2,1,0,2,1
33,No,Travel_Rarely,605,Research & Development,21,1,Marketing,8575,1,Male,83,4,4,Laboratory Technician,2,Single,13633,22923,2,Yes,25,3,4,2,13,3,2,11,6,3,11
39,No,Travel_Rarely,970,Human Resources,12,1,Life Sciences,8576,1,Female,92,2,2,Research Scientist,1,Single,9014,8141,9,No,21,3,1,1,20,3,4,16,9,5,9
51,No,Non-Travel,1240,Sales,17,4,Medical,8577,4,Male,38,4,2,Research Scientist,3,Married,9625,15522,8,No,25,3,3,1,27,2,4,13,3,7,2
58,No,Travel_Rarely,1190,Human Resources,15,3,Marketing,8578,4,Female,61,2,1,Sales Executive,2,Married,5668,20113,5,Yes,14,3,1,2,37,2,4,6,2,8,6
41,No,Travel_Frequently,1309,Sales,17,3,Other,8579,4,Male,46,3,2,Research Scientist,3,Divorced,8319,23335,4,No,15,3,4,3,23,3,3,9,4,4,3
46,No,Travel_Rarely,1327,Sales,11,2,Marketing,8580,3,Female,56,1,2,Manager,2,Married,7406,10643,5,No,19,3,2,2,28,2,3,17,12,3,0
33,No,Travel_Rarely,539,Sales,7,5,Marketing,8581,3,Male,46,4,2,Research Scientist,2,Married,7825,4292,3,No,12,3,3,1,10,3,4,10,6,4,3
42,No,Non-Travel,1165,Sales,27,3,Medical,8582,3,Female,31,2,2,Sales Representative,2,Married,8153,25424,2,No,25,3,2,2,24,4,3,8,1,8,5
46,Yes,Non-Travel,369,Research & Development,12,3,Life Sciences,8583,2,Female,89,3,3,Manager,3,Divorced,12216,9165,4,Yes,16,3,2,0,28,3,3,13,10,8,0
32,No,Travel_Frequently,600,Research & Development,14,2,Medical,8584,4,Female,89,4,2,Human Resources,1,Divorced,7122,20846,1,Yes,24,3,4,0,10,2,2,10,10,3,6
30,No,Travel_Rarely,895,Research & Development,11,3,Marketing,8585,2,Female,59,3,2,Healthcare Representative,4,Married,7112,21271,2,No,16,4,4,1,12,5,2,5,5,4,5
46,No,Non-Travel,288,Sales,9,3,Life Sciences,8586,1,Male,69,1,2,Sales Executive,4,Married,8500,14593,5,No,13,3,4,2,21,2,4,10,10,7,8
56,No,Travel_Rarely,206,Research & Development,27,2,Medical,8587,2,Male,67,4,4,Laboratory Technician,3,Married,14115,5177,4,Yes,23,3,3,0,37,3,4,2,2,7,2
53,No,Travel_Rarely,1045,Research & Development,8,2,Human Resources,8588,2,Female,86,4,3,Research Scientist,2,Single,10763,23797,4,No,21,3,4,0,30,4,2,5,5,7,5
35,No,Travel_Rarely,352,Research & Development,25,5,Life Sciences,8589,1,Male,90,4,3,Research Director,3,Single,11541,19881,6,Yes,18,3,1,0,10,5,3,10,10,9,0
22,Yes,Travel_Rarely,859,Sales,17,5,Life Sciences,8590,1,Female,72,4,2,Healthcare Representative,3,Divorced,8994,3108,1,Yes,12,4,4,1,0,3,1,0,0,9,0
38,No,Travel_Rarely,1058,Research & Development,18,3,Life Sciences,8591,2,Female,68,3,2,Manager,3,Divorced,8600,6246,6,No,20,3,3,0,15,5,4,2,2,7,2
46,No,Non-Travel,871,Sales,15,4,Medical,8592,4,Male,68,3,4,Laboratory Technician,4,Married,14288,18838,7,No,22,3,3,1,26,1,3,18,4,9,14
29,No,Travel_Rarely,677,Research & Development,29,1,Technical Degree,8593,4,Male,98,4,1,Human Resources,4,Divorced,4566,3929,6,No,18,4,1,2,11,2,3,5,5,5,0
26,Yes,Travel_Rarely,830,Research & Development,14,4,Medical,8594,3,Male,80,1,5,Sales Executive,4,Married,15809,21487,2,No,23,3,4,0,1,3,2,1,1,6,1
